timestamp	step	train_loss
1625886224188	0	4.115608215332031
1625886224309	1	3.957991123199463
1625886224422	2	3.804183006286621
1625886224533	3	3.6536192893981934
1625886224644	4	3.5053882598876953
1625886224755	5	3.3588106632232666
1625886224865	6	3.2134666442871094
1625886224974	7	3.0690574645996094
1625886225085	8	2.9255635738372803
1625886225195	9	2.7833657264709473
1625886225304	10	2.6427834033966064
1625886225414	11	2.5042624473571777
1625886225523	12	2.3680922985076904
1625886225632	13	2.235140562057495
1625886225742	14	2.1064224243164062
1625886225852	15	1.9825090169906616
1625886225962	16	1.864099144935608
1625886226071	17	1.7514574527740479
1625886226181	18	1.6448653936386108
1625886226291	19	1.5441739559173584
1625886226401	20	1.4492967128753662
1625886226511	21	1.360020637512207
1625886226620	22	1.2761709690093994
1625886226730	23	1.1975383758544922
1625886226841	24	1.1239588260650635
1625886226951	25	1.0551906824111938
1625886227060	26	0.9909207820892334
1625886227170	27	0.9309200644493103
1625886227279	28	0.8749026656150818
1625886227388	29	0.8226337432861328
1625886227498	30	0.7738736867904663
1625886227608	31	0.7283975481987
1625886227718	32	0.6859734654426575
1625886227828	33	0.646373987197876
1625886227937	34	0.6094211935997009
1625886228045	35	0.5750130414962769
1625886228154	36	0.5429975986480713
1625886228265	37	0.5131899118423462
1625886228374	38	0.48542118072509766
1625886228483	39	0.459523469209671
1625886228592	40	0.4353468120098114
1625886228700	41	0.41277045011520386
1625886228810	42	0.39169037342071533
1625886228918	43	0.3720088303089142
1625886229028	44	0.3536367416381836
1625886229136	45	0.33648210763931274
1625886229246	46	0.320467084646225
1625886229356	47	0.3055041432380676
1625886229465	48	0.2915099561214447
1625886229575	49	0.27841058373451233
1625886229686	50	0.2661324739456177
1625886229804	51	0.2546156644821167
1625886229913	52	0.24382343888282776
1625886230024	53	0.2337173968553543
1625886230135	54	0.22426797449588776
1625886230256	55	0.2154356986284256
1625886230407	56	0.20717835426330566
1625886230519	57	0.19944919645786285
1625886230630	58	0.19219380617141724
1625886230741	59	0.18536405265331268
1625886230851	60	0.17891664803028107
1625886230993	61	0.1728164106607437
1625886231111	62	0.16703467071056366
1625886231224	63	0.1615506261587143
1625886231338	64	0.15634815394878387
1625886231450	65	0.1514149308204651
1625886231560	66	0.14673905074596405
1625886231671	67	0.14230996370315552
1625886231785	68	0.13811548054218292
1625886231903	69	0.13414250314235687
1625886232022	70	0.13037782907485962
1625886232141	71	0.12680551409721375
1625886232273	72	0.12340732663869858
1625886232382	73	0.12017221003770828
1625886232607	74	0.11708809435367584
1625886232729	75	0.11414536833763123
1625886232850	76	0.11133687198162079
1625886232966	77	0.10865361243486404
1625886233091	78	0.10608793050050735
1625886233218	79	0.10363388061523438
1625886233338	80	0.10128496587276459
1625886233454	81	0.0990314856171608
1625886233563	82	0.09686899930238724
1625886233671	83	0.09478987753391266
1625886233779	84	0.09279008954763412
1625886233887	85	0.09086466580629349
1625886234000	86	0.08900947123765945
1625886234110	87	0.08722086250782013
1625886234222	88	0.08549537509679794
1625886234331	89	0.08383005112409592
1625886234493	90	0.08222267031669617
1625886234629	91	0.08066987991333008
1625886234773	92	0.07916942238807678
1625886234888	93	0.0777181014418602
1625886234997	94	0.07631427049636841
1625886235111	95	0.07495469599962234
1625886235220	96	0.07363801449537277
1625886235332	97	0.07236140221357346
1625886235442	98	0.07112324237823486
1625886235553	99	0.06992156058549881
1625886235664	100	0.06875493377447128
1625886235773	101	0.06762204319238663
1625886235881	102	0.06652110815048218
1625886235990	103	0.06545133888721466
1625886236099	104	0.06441127508878708
1625886236262	105	0.06339932978153229
1625886236389	106	0.06241502985358238
1625886236504	107	0.06145700067281723
1625886236680	108	0.06052453815937042
1625886236810	109	0.05961669608950615
1625886236930	110	0.05873298645019531
1625886237049	111	0.05787234753370285
1625886237205	112	0.05703449994325638
1625886237326	113	0.05621792748570442
1625886237447	114	0.055422790348529816
1625886237564	115	0.05464767664670944
1625886237670	116	0.053892068564891815
1625886237775	117	0.053154654800891876
1625886237882	118	0.05243479460477829
1625886238028	119	0.05173105373978615
1625886238198	120	0.05104335770010948
1625886238385	121	0.050370607525110245
1625886238494	122	0.04971225932240486
1625886238601	123	0.049068234860897064
1625886238707	124	0.048437878489494324
1625886238813	125	0.047820646315813065
1625886238922	126	0.04721634089946747
1625886239062	127	0.04662475362420082
1625886239178	128	0.0460454486310482
1625886239289	129	0.04547811672091484
1625886239399	130	0.04492276534438133
1625886239505	131	0.0443788543343544
1625886239611	132	0.043846286833286285
1625886239715	133	0.043324850499629974
1625886239820	134	0.042813874781131744
1625886239927	135	0.042313382029533386
1625886240037	136	0.04182315617799759
1625886240147	137	0.041342757642269135
1625886240256	138	0.040871623903512955
1625886240373	139	0.040409769862890244
1625886240507	140	0.039956752210855484
1625886240624	141	0.03951258212327957
1625886240735	142	0.03907669708132744
1625886240862	143	0.03864865377545357
1625886240972	144	0.038228798657655716
1625886241076	145	0.03781668841838837
1625886241183	146	0.03741210326552391
1625886241317	147	0.03701482340693474
1625886241430	148	0.03662462159991264
1625886241546	149	0.03624139726161957
1625886241659	150	0.03586481139063835
1625886241765	151	0.03549487143754959
1625886241870	152	0.03513135761022568
1625886241976	153	0.034774042665958405
1625886242082	154	0.03442258760333061
1625886242189	155	0.03407711535692215
1625886242298	156	0.03373751789331436
1625886242406	157	0.033403683453798294
1625886242511	158	0.03307504579424858
1625886242636	159	0.03275206685066223
1625886242743	160	0.03243406116962433
1625886242849	161	0.03212092071771622
1625886242955	162	0.031813107430934906
1625886243062	163	0.031509704887866974
1625886243168	164	0.03121129237115383
1625886243274	165	0.03091753087937832
1625886243379	166	0.030628077685832977
1625886243486	167	0.030342932790517807
1625886243604	168	0.030062220990657806
1625886243710	169	0.02978559397161007
1625886243815	170	0.029513057321310043
1625886243920	171	0.02924473024904728
1625886244026	172	0.028980383649468422
1625886244133	173	0.028719907626509666
1625886244239	174	0.02846306934952736
1625886244345	175	0.0282099898904562
1625886244451	176	0.027960672974586487
1625886244556	177	0.027714770287275314
1625886244661	178	0.02747240476310253
1625886244767	179	0.027233228087425232
1625886244898	180	0.026997821405529976
1625886245018	181	0.026765495538711548
1625886245129	182	0.026536596938967705
1625886245241	183	0.02631078101694584
1625886245350	184	0.026087934151291847
1625886245461	185	0.025868522003293037
1625886245567	186	0.025651734322309494
1625886245673	187	0.02543780580163002
1625886245780	188	0.02522696927189827
1625886245888	189	0.025018762797117233
1625886245996	190	0.02481376752257347
1625886246102	191	0.024610942229628563
1625886246208	192	0.02441086620092392
1625886246314	193	0.024213775992393494
1625886246421	194	0.024018974974751472
1625886246537	195	0.02382681332528591
1625886246662	196	0.023637060075998306
1625886246773	197	0.02344983071088791
1625886246880	198	0.023265013471245766
1625886246997	199	0.023082491010427475
1625886247110	200	0.022902149707078934
1625886247220	201	0.02272457256913185
1625886247329	202	0.02254871279001236
1625886247440	203	0.02237515337765217
1625886247553	204	0.02220400981605053
1625886247661	205	0.022034822031855583
1625886247768	206	0.02186758816242218
1625886247878	207	0.021702425554394722
1625886247988	208	0.021539218723773956
1625886248099	209	0.02137831784784794
1625886248208	210	0.021219143643975258
1625886248328	211	0.021061811596155167
1625886248439	212	0.020906789228320122
1625886248547	213	0.020753026008605957
1625886248654	214	0.020601341500878334
1625886248761	215	0.020451620221138
1625886248871	216	0.020303746685385704
1625886248984	217	0.02015736885368824
1625886249096	218	0.020012488588690758
1625886249210	219	0.019869457930326462
1625886249318	220	0.019728275015950203
1625886249424	221	0.019588476046919823
1625886249537	222	0.019450528547167778
1625886249646	223	0.019313964992761612
1625886249752	224	0.019179370254278183
1625886249859	225	0.019045811146497726
1625886249969	226	0.01891387067735195
1625886250084	227	0.018783200532197952
1625886250192	228	0.018654268234968185
1625886250304	229	0.018526840955018997
1625886250416	230	0.018400566652417183
1625886250534	231	0.01827603206038475
1625886250647	232	0.018152419477701187
1625886250762	233	0.018030431121587753
1625886250872	234	0.017909597605466843
1625886250996	235	0.017790038138628006
1625886251108	236	0.017671635374426842
1625886251215	237	0.017554741352796555
1625886251322	238	0.01743900589644909
1625886251429	239	0.017324429005384445
1625886251539	240	0.017211008816957474
1625886251649	241	0.017098866403102875
1625886251759	242	0.0169879999011755
1625886251867	243	0.01687805913388729
1625886251973	244	0.016769161447882652
1625886252085	245	0.01666177622973919
1625886252210	246	0.016555316746234894
1625886252328	247	0.01645001955330372
1625886252440	248	0.01634553074836731
1625886252556	249	0.016242321580648422
